Rule_ID,Paper_ID,DOI,Relation,Evidence_field,Evidence_value,Source_PDF,Evidence_status
GEN-EVD-001,P004,10.1109/tac.2023.3317728,SUPPORT,Simulation_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Oliva_2023_TAC_A-Sum-of-States-Preservation-Framework-for-Open-Multiagent-Systems-Wit.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-001,P006,10.1109/taes.2024.3401668,COUNTEREXAMPLE,Simulation_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Wen_2024_TAES_Optimized-Fuzzy-Attitude-Control-of-Quadrotor-Unmanned-Aerial-Vehicle-.pdf,NOT_DETECTED; manual confirmation recommended
GEN-EVD-001,P049,10.1109/tie.2021.3070508,COUNTEREXAMPLE,Simulation_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Li_2021_TIE_OpenStreetMap-Based-Autonomous-Navigation-for-the-Four-Wheel-Legged-Ro.pdf,NOT_DETECTED; manual confirmation recommended
GEN-EVD-001,P071,10.1109/tmech.2026.3658866,COUNTEREXAMPLE,Simulation_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TMECH\Si_2026_TMECH_Robot-Learning-System-Based-on-Target-Localization-and-Human-Demonstra.pdf,NOT_DETECTED; manual confirmation recommended
GEN-EVD-002,P005,10.1109/tac.2024.3386024,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-002,P008,10.1109/taes.2025.3624705,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-002,P010,10.1109/taes.2025.3550128,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-002,P016,10.1109/tase.2025.3558945,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-002,P011,10.1109/taes.2025.3633213,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Liu_2026_TAES_A-Deep-Reinforcement-Learning-Based-UAV-Trajectory-Planning-Method-for.pdf,NOT_DETECTED; manual confirmation recommended
GEN-EVD-002,P023,10.1109/tcns.2026.3722606,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Lin_2026_TCNS_Disentangled-Control-of-Multi-Agent-Systems.pdf,NOT_DETECTED; manual confirmation recommended
GEN-EVD-002,P024,10.1109/tcns.2026.3697318,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Yang_2026_TCNS_Enhancing-Security-in-Multi-Robot-Systems-through-Co-Observation-Plann.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RLMA-ABL-002,P007,10.1109/taes.2025.3569615,SUPPORT,Ablation_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zaidi_2025_TAES_Single-Agent-Attention-Actor-Critic-A-Deep-Reinforcement-Learning-Base.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RLMA-ABL-002,P011,10.1109/taes.2025.3633213,SUPPORT,Ablation_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Liu_2026_TAES_A-Deep-Reinforcement-Learning-Based-UAV-Trajectory-Planning-Method-for.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RLMA-ABL-002,P020,10.1109/tase.2026.3689345,SUPPORT,Ablation_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RLMA-ABL-002,P021,10.1109/tase.2025.3601665,SUPPORT,Ablation_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Ren_2025_TASE_PG-ITD3-A-Potential-Field-Guided-Deep-Reinforcement-Learning-Approach-.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-RLMA-ABL-002,P003,10.1109/tac.2026.3653296,COUNTEREXAMPLE,Ablation_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RLMA-ABL-002,P004,10.1109/tac.2023.3317728,COUNTEREXAMPLE,Ablation_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Oliva_2023_TAC_A-Sum-of-States-Preservation-Framework-for-Open-Multiagent-Systems-Wit.pdf,NOT_DETECTED; manual confirmation recommended
DOM-RLMA-ABL-002,P005,10.1109/tac.2024.3386024,COUNTEREXAMPLE,Ablation_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,NOT_DETECTED; manual confirmation recommended
GEN-EVD-004,P002,10.1109/tac.2022.3144107,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-004,P036,10.1109/tcyb.2021.3057219,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Zhou_2021_TCYB_Fixed-Time-Cooperative-Behavioral-Control-for-Networked-Autonomous-Age.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-004,P049,10.1109/tie.2021.3070508,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Li_2021_TIE_OpenStreetMap-Based-Autonomous-Navigation-for-the-Four-Wheel-Legged-Ro.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-004,P051,10.1109/tii.2024.3438241,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TII\Liu_2024_TII_Reinforcement-Learning-Based-Fault-Tolerant-Control-for-Quadrotor-UAVs.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-004,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
GEN-EVD-004,P003,10.1109/tac.2026.3653296,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,NOT_DETECTED; manual confirmation recommended
GEN-EVD-004,P009,10.1109/taes.2024.3485601,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Sun_2025_TAES_Distributed-Event-Triggered-Model-Predictive-Control-for-Spacecraft-Sw.pdf,NOT_DETECTED; manual confirmation recommended
GEN-EVD-005,P003,10.1109/tac.2026.3653296,SUPPORT,Generalization_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-005,P004,10.1109/tac.2023.3317728,SUPPORT,Generalization_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Oliva_2023_TAC_A-Sum-of-States-Preservation-Framework-for-Open-Multiagent-Systems-Wit.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-005,P011,10.1109/taes.2025.3633213,SUPPORT,Generalization_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Liu_2026_TAES_A-Deep-Reinforcement-Learning-Based-UAV-Trajectory-Planning-Method-for.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-005,P020,10.1109/tase.2026.3689345,SUPPORT,Generalization_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-006,P018,10.1109/tase.2025.3574280,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Hua_2025_TASE_Multi-Agent-Reinforcement-Learning-for-Connected-and-Automated-Vehicle.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-006,P020,10.1109/tase.2026.3689345,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-006,P032,10.1109/tcst.2026.3659194,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCST\Mazen_2026_TCST_B-zier-Curve-Based-Optimization-Framework-for-Multirobot-Motion-Planni.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-006,P037,10.1109/tcyb.2023.3263380,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Faroni_2023_TCYB_Optimal-Task-and-Motion-Planning-and-Execution-for-Multiagent-Systems-.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-EVD-006,P010,10.1109/taes.2025.3550128,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,NOT_DETECTED; manual confirmation recommended
GEN-EVD-006,P016,10.1109/tase.2025.3558945,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,NOT_DETECTED; manual confirmation recommended
GEN-EVD-006,P022,10.1109/tase.2024.3424677,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Canzini_2025_TASE_Decision-Making-for-Multi-Robot-Fixture-Planning-Using-Multi-Agent-Rei.pdf,NOT_DETECTED; manual confirmation recommended
GEN-VIS-001,P001,10.1109/tac.2021.3097706,SUPPORT,Figure_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-VIS-001,P002,10.1109/tac.2022.3144107,SUPPORT,Figure_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-VIS-001,P003,10.1109/tac.2026.3653296,SUPPORT,Figure_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Deplano_2026_TAC_Optimization-and-Learning-in-Open-Multiagent-Systems.pdf,TRACEABLE_AUTOMATED_EXTRACTION
GEN-VIS-001,P004,10.1109/tac.2023.3317728,SUPPORT,Figure_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Oliva_2023_TAC_A-Sum-of-States-Preservation-Framework-for-Open-Multiagent-Systems-Wit.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-ROB,P002,10.1109/tac.2022.3144107,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-ROB,P035,10.1109/tcyb.2021.3070385,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Li_2021_TCYB_Simultaneous-Obstacle-Avoidance-and-Target-Tracking-of-Multiple-Wheele.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-ROB,P036,10.1109/tcyb.2021.3057219,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Zhou_2021_TCYB_Fixed-Time-Cooperative-Behavioral-Control-for-Networked-Autonomous-Age.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-ROB,P039,10.1109/tevc.2025.3573828,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TEVC\Zhao_2026_TEVC_Cross-Task-Collaborative-Optimization-Based-on-Knowledge-Transfer-for-.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-ROB,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
DOM-ROBO-ROB,P005,10.1109/tac.2024.3386024,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,NOT_DETECTED; manual confirmation recommended
DOM-ROBO-ROB,P010,10.1109/taes.2025.3550128,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,NOT_DETECTED; manual confirmation recommended
DOM-ROBO-REAL,P013,10.1109/tai.2024.3351797,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAI\Fan_2024_TAI_Learn-From-Safe-Experience-Safe-Reinforcement-Learning-for-Task-Automa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-REAL,P019,10.1109/tase.2026.3653413,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Chen_2026_TASE_A-Dynamic-Path-Planning-and-Tracking-Control-of-Autonomous-Vehicles-An.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-REAL,P021,10.1109/tase.2025.3601665,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Ren_2025_TASE_PG-ITD3-A-Potential-Field-Guided-Deep-Reinforcement-Learning-Approach-.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-REAL,P023,10.1109/tcns.2026.3722606,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Lin_2026_TCNS_Disentangled-Control-of-Multi-Agent-Systems.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-REAL,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
DOM-ROBO-REAL,P002,10.1109/tac.2022.3144107,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,NOT_DETECTED; manual confirmation recommended
DOM-ROBO-REAL,P005,10.1109/tac.2024.3386024,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,NOT_DETECTED; manual confirmation recommended
DOM-ROBO-RUN,P005,10.1109/tac.2024.3386024,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Hustiu_2024_TAC_On-Multirobot-Path-Planning-Based-on-Petri-Net-Models-and-LTL-Specific.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-RUN,P010,10.1109/taes.2025.3550128,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-RUN,P016,10.1109/tase.2025.3558945,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-RUN,P019,10.1109/tase.2026.3653413,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Chen_2026_TASE_A-Dynamic-Path-Planning-and-Tracking-Control-of-Autonomous-Vehicles-An.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-ROBO-RUN,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
DOM-ROBO-RUN,P002,10.1109/tac.2022.3144107,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,NOT_DETECTED; manual confirmation recommended
DOM-ROBO-RUN,P012,10.1109/tai.2023.3237665,COUNTEREXAMPLE,Runtime_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAI\He_2024_TAI_Robotic-Control-in-Adversarial-and-Sparse-Reward-Environments-A-Robust.pdf,NOT_DETECTED; manual confirmation recommended
DOM-UAV_-ROB,P002,10.1109/tac.2022.3144107,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-UAV_-ROB,P008,10.1109/taes.2025.3624705,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-UAV_-ROB,P020,10.1109/tase.2026.3689345,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-UAV_-ROB,P033,10.1109/tcyb.2023.3246985,SUPPORT,Robustness_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCYB\Bai_2023_TCYB_Learning-Based-Multi-UAV-Flocking-Control-With-Limited-Visual-Field-an.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-UAV_-ROB,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
DOM-UAV_-ROB,P006,10.1109/taes.2024.3401668,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Wen_2024_TAES_Optimized-Fuzzy-Attitude-Control-of-Quadrotor-Unmanned-Aerial-Vehicle-.pdf,NOT_DETECTED; manual confirmation recommended
DOM-UAV_-ROB,P009,10.1109/taes.2024.3485601,COUNTEREXAMPLE,Robustness_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Sun_2025_TAES_Distributed-Event-Triggered-Model-Predictive-Control-for-Spacecraft-Sw.pdf,NOT_DETECTED; manual confirmation recommended
DOM-UAV_-REAL,P017,10.1109/tase.2024.3432405,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Wang_2025_TASE_Constrained-Reinforcement-Learning-Using-Distributional-Representation.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-UAV_-REAL,P020,10.1109/tase.2026.3689345,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-UAV_-REAL,P021,10.1109/tase.2025.3601665,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Ren_2025_TASE_PG-ITD3-A-Potential-Field-Guided-Deep-Reinforcement-Learning-Approach-.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-UAV_-REAL,P045,10.1109/tie.2024.3363761,SUPPORT,Physical_experiment_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TIE\Yue_2024_TIE_Semantic-Driven-Autonomous-Visual-Navigation-for-Unmanned-Aerial-Vehic.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-UAV_-REAL,P001,10.1109/tac.2021.3097706,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Coulson_2021_TAC_Distributionally-Robust-Chance-Constrained-Data-Enabled-Predictive-Con.pdf,NOT_DETECTED; manual confirmation recommended
DOM-UAV_-REAL,P002,10.1109/tac.2022.3144107,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAC\Restrepo_2022_TAC_Robust-Consensus-of-High-Order-Systems-Under-Output-Constraints-Applic.pdf,NOT_DETECTED; manual confirmation recommended
DOM-UAV_-REAL,P006,10.1109/taes.2024.3401668,COUNTEREXAMPLE,Physical_experiment_presence,False,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Wen_2024_TAES_Optimized-Fuzzy-Attitude-Control-of-Quadrotor-Unmanned-Aerial-Vehicle-.pdf,NOT_DETECTED; manual confirmation recommended
DOM-UAV_-RUN,P008,10.1109/taes.2025.3624705,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,TRACEABLE_AUTOMATED_EXTRACTION
DOM-UAV_-RUN,P009,10.1109/taes.2024.3485601,SUPPORT,Runtime_presence,True,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Sun_2025_TAES_Distributed-Event-Triggered-Model-Predictive-Control-for-Spacecraft-Sw.pdf,TRACEABLE_AUTOMATED_EXTRACTION
