Paper_ID,DOI,Role,Claim_Type,Evidence_Types_Detected,Evidence_Count,Source,Interpretation_Status
P007,10.1109/taes.2025.3569615,A,STABILITY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zaidi_2025_TAES_Single-Agent-Attention-Actor-Critic-A-Deep-Reinforcement-Learning-Base.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P008,10.1109/taes.2025.3624705,A,SCALABILITY,SCALABILITY; RUNTIME; COMPUTATIONAL_COMPLEXITY,3,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P008,10.1109/taes.2025.3624705,A,STABILITY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P008,10.1109/taes.2025.3624705,A,REAL_TIME,RUNTIME; COMPUTATIONAL_COMPLEXITY,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P008,10.1109/taes.2025.3624705,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Ren_2026_TAES_Learning-Based-Model-Predictive-Control-for-Cooperative-Spacecraft-Swa.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P009,10.1109/taes.2024.3485601,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Sun_2025_TAES_Distributed-Event-Triggered-Model-Predictive-Control-for-Spacecraft-Sw.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P009,10.1109/taes.2024.3485601,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Sun_2025_TAES_Distributed-Event-Triggered-Model-Predictive-Control-for-Spacecraft-Sw.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P009,10.1109/taes.2024.3485601,A,STABILITY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Sun_2025_TAES_Distributed-Event-Triggered-Model-Predictive-Control-for-Spacecraft-Sw.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P009,10.1109/taes.2024.3485601,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Sun_2025_TAES_Distributed-Event-Triggered-Model-Predictive-Control-for-Spacecraft-Sw.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P009,10.1109/taes.2024.3485601,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Sun_2025_TAES_Distributed-Event-Triggered-Model-Predictive-Control-for-Spacecraft-Sw.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P010,10.1109/taes.2025.3550128,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P010,10.1109/taes.2025.3550128,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P010,10.1109/taes.2025.3550128,A,SCALABILITY,SCALABILITY; RUNTIME; COMPUTATIONAL_COMPLEXITY,3,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P010,10.1109/taes.2025.3550128,A,STABILITY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P010,10.1109/taes.2025.3550128,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P010,10.1109/taes.2025.3550128,A,REAL_TIME,RUNTIME; COMPUTATIONAL_COMPLEXITY,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P010,10.1109/taes.2025.3550128,A,REAL_WORLD,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P010,10.1109/taes.2025.3550128,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P010,10.1109/taes.2025.3550128,A,CONVERGENCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Zhang_2025_TAES_Real-Time-Path-Planning-for-Autonomous-UAVs-An-Event-Triggered-Multimo.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P011,10.1109/taes.2025.3633213,A,GENERALIZATION,GENERALIZATION,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Liu_2026_TAES_A-Deep-Reinforcement-Learning-Based-UAV-Trajectory-Planning-Method-for.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P011,10.1109/taes.2025.3633213,A,SCALABILITY,SCALABILITY,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Liu_2026_TAES_A-Deep-Reinforcement-Learning-Based-UAV-Trajectory-Planning-Method-for.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P011,10.1109/taes.2025.3633213,A,REAL_TIME,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Liu_2026_TAES_A-Deep-Reinforcement-Learning-Based-UAV-Trajectory-Planning-Method-for.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P011,10.1109/taes.2025.3633213,A,CONVERGENCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAES\Liu_2026_TAES_A-Deep-Reinforcement-Learning-Based-UAV-Trajectory-Planning-Method-for.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P012,10.1109/tai.2023.3237665,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAI\He_2024_TAI_Robotic-Control-in-Adversarial-and-Sparse-Reward-Environments-A-Robust.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P013,10.1109/tai.2024.3351797,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAI\Fan_2024_TAI_Learn-From-Safe-Experience-Safe-Reinforcement-Learning-for-Task-Automa.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P015,10.1109/tai.2025.3607790,A,STABILITY,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAI\Li_2026_TAI_Distributed-Reinforcement-Learning-Optimal-Cluster-Consensus-Control-f.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P015,10.1109/tai.2025.3607790,A,COORDINATION,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TAI\Li_2026_TAI_Distributed-Reinforcement-Learning-Optimal-Cluster-Consensus-Control-f.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P016,10.1109/tase.2025.3558945,A,SCALABILITY,SCALABILITY; RUNTIME,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P016,10.1109/tase.2025.3558945,A,STABILITY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P016,10.1109/tase.2025.3558945,A,REAL_WORLD,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P016,10.1109/tase.2025.3558945,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P016,10.1109/tase.2025.3558945,A,CONVERGENCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Betalo_2025_TASE_Dynamic-Charging-and-Path-Planning-for-UAV-Powered-Rechargeable-WSNs-U.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P017,10.1109/tase.2024.3432405,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Wang_2025_TASE_Constrained-Reinforcement-Learning-Using-Distributional-Representation.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P017,10.1109/tase.2024.3432405,A,STABILITY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Wang_2025_TASE_Constrained-Reinforcement-Learning-Using-Distributional-Representation.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P017,10.1109/tase.2024.3432405,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Wang_2025_TASE_Constrained-Reinforcement-Learning-Using-Distributional-Representation.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P017,10.1109/tase.2024.3432405,A,CONVERGENCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Wang_2025_TASE_Constrained-Reinforcement-Learning-Using-Distributional-Representation.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P017,10.1109/tase.2024.3432405,A,CONTROL_PERFORMANCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Wang_2025_TASE_Constrained-Reinforcement-Learning-Using-Distributional-Representation.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P018,10.1109/tase.2025.3574280,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Hua_2025_TASE_Multi-Agent-Reinforcement-Learning-for-Connected-and-Automated-Vehicle.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P018,10.1109/tase.2025.3574280,A,SCALABILITY,SCALABILITY; RUNTIME; COMPUTATIONAL_COMPLEXITY,3,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Hua_2025_TASE_Multi-Agent-Reinforcement-Learning-for-Connected-and-Automated-Vehicle.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P018,10.1109/tase.2025.3574280,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Hua_2025_TASE_Multi-Agent-Reinforcement-Learning-for-Connected-and-Automated-Vehicle.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P018,10.1109/tase.2025.3574280,A,REAL_WORLD,REAL_WORLD; SIM_TO_REAL,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Hua_2025_TASE_Multi-Agent-Reinforcement-Learning-for-Connected-and-Automated-Vehicle.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P018,10.1109/tase.2025.3574280,A,COORDINATION,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Hua_2025_TASE_Multi-Agent-Reinforcement-Learning-for-Connected-and-Automated-Vehicle.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P019,10.1109/tase.2026.3653413,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Chen_2026_TASE_A-Dynamic-Path-Planning-and-Tracking-Control-of-Autonomous-Vehicles-An.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P019,10.1109/tase.2026.3653413,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Chen_2026_TASE_A-Dynamic-Path-Planning-and-Tracking-Control-of-Autonomous-Vehicles-An.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P019,10.1109/tase.2026.3653413,A,STABILITY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Chen_2026_TASE_A-Dynamic-Path-Planning-and-Tracking-Control-of-Autonomous-Vehicles-An.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P019,10.1109/tase.2026.3653413,A,REAL_TIME,RUNTIME; REAL_WORLD,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Chen_2026_TASE_A-Dynamic-Path-Planning-and-Tracking-Control-of-Autonomous-Vehicles-An.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P020,10.1109/tase.2026.3689345,A,GENERALIZATION,GENERALIZATION,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P020,10.1109/tase.2026.3689345,A,SCALABILITY,SCALABILITY; RUNTIME,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P020,10.1109/tase.2026.3689345,A,STABILITY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P020,10.1109/tase.2026.3689345,A,SAFETY,MAIN_COMPARISON; ABLATION,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P020,10.1109/tase.2026.3689345,A,REAL_WORLD,REAL_WORLD,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Lou_2026_TASE_Agents-Trainer-Automatically-Training-Multi-Agent-Reinforcement-Learni.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P021,10.1109/tase.2025.3601665,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Ren_2025_TASE_PG-ITD3-A-Potential-Field-Guided-Deep-Reinforcement-Learning-Approach-.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P021,10.1109/tase.2025.3601665,A,SAFETY,MAIN_COMPARISON; ABLATION,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Ren_2025_TASE_PG-ITD3-A-Potential-Field-Guided-Deep-Reinforcement-Learning-Approach-.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P021,10.1109/tase.2025.3601665,A,REAL_TIME,RUNTIME; REAL_WORLD,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Ren_2025_TASE_PG-ITD3-A-Potential-Field-Guided-Deep-Reinforcement-Learning-Approach-.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P021,10.1109/tase.2025.3601665,A,CONVERGENCE,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Ren_2025_TASE_PG-ITD3-A-Potential-Field-Guided-Deep-Reinforcement-Learning-Approach-.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P022,10.1109/tase.2024.3424677,A,REAL_WORLD,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Canzini_2025_TASE_Decision-Making-for-Multi-Robot-Fixture-Planning-Using-Multi-Agent-Rei.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P022,10.1109/tase.2024.3424677,A,COORDINATION,MAIN_COMPARISON; ABLATION,2,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TASE\Canzini_2025_TASE_Decision-Making-for-Multi-Robot-Fixture-Planning-Using-Multi-Agent-Rei.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P023,10.1109/tcns.2026.3722606,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Lin_2026_TCNS_Disentangled-Control-of-Multi-Agent-Systems.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P023,10.1109/tcns.2026.3722606,A,SAFETY,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Lin_2026_TCNS_Disentangled-Control-of-Multi-Agent-Systems.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P023,10.1109/tcns.2026.3722606,A,REAL_TIME,REAL_WORLD,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Lin_2026_TCNS_Disentangled-Control-of-Multi-Agent-Systems.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P023,10.1109/tcns.2026.3722606,A,CONVERGENCE,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Lin_2026_TCNS_Disentangled-Control-of-Multi-Agent-Systems.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P024,10.1109/tcns.2026.3697318,A,EFFICIENCY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Yang_2026_TCNS_Enhancing-Security-in-Multi-Robot-Systems-through-Co-Observation-Plann.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P024,10.1109/tcns.2026.3697318,A,ROBUSTNESS,NO_EXPLICIT_MATCH,0,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Yang_2026_TCNS_Enhancing-Security-in-Multi-Robot-Systems-through-Co-Observation-Plann.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P024,10.1109/tcns.2026.3697318,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Yang_2026_TCNS_Enhancing-Security-in-Multi-Robot-Systems-through-Co-Observation-Plann.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P025,10.1109/tcns.2024.3378392,A,ACCURACY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Restrepo_2024_TCNS_Tracking-Control-of-Cooperative-Marine-Vehicles-Under-Hard-and-Soft-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P025,10.1109/tcns.2024.3378392,A,STABILITY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Restrepo_2024_TCNS_Tracking-Control-of-Cooperative-Marine-Vehicles-Under-Hard-and-Soft-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
P025,10.1109/tcns.2024.3378392,A,SAFETY,MAIN_COMPARISON,1,D:\ieee my skills\IEEE_TRANS_CORPUS\papers\TCNS\Restrepo_2024_TCNS_Tracking-Control-of-Cooperative-Marine-Vehicles-Under-Hard-and-Soft-Co.pdf,AUTOMATED_CROSS_SECTION_MATCH; requires human confirmation
